שם פריט,מחיר,קטגוריה,price_val
שמן זרעי ענבים מארז ליטר+חצי ליטר יבשים,₪ 53.00,שמן,53.0
שמרים יבשים 100 גרם קאפוטו יבשים,₪ 13.20,שמרים,13.2
שמרים יבשים 500 גרם יבשים,₪ 13.00,שמרים,13.0
שעועית אדומה 2 קג -כהן יבשים,₪ 32.00,שעועית,32.0
שעועית אדומה סוגת 5 קג יבשים,₪ 60.00,שעועית,60.0
שעועית לבנה 2 קג -כהן יבשים,₪ 26.00,שעועית,26.0
שעועית לבנה סוגת 5 קג יבשים,₪ 60.00,שעועית,60.0
שקד אמריקאי חיידר 1 קג יבשים,₪ 60.00,שקד,60.0
שקד טבעי אמריקאי 1 קג כהן יבשים,₪ 57.00,שקד,57.0
שקד מולבן מקלות 1 קג יבשים,₪ 56.00,שקד,56.0
שקד מולבן פרוס אמריקאי 11.34 קג יבשים,₪ 50.00,שקד,50.0
שקד מולבן שלם 1 קג יבשים,₪ 62.00,שקד,62.0
שקדי מרק 1 קג אסם יבשים,₪ 30.00,שקדי,30.0
תאנים מיובשות שקיל קג יבשים,₪ 34.00,תאנים,34.0
תה ויסוצקי 75 שקיות יבשים,₪ 18.00,תה,18.0
תה ירוק בטעם לימון 120 יח יבשים,₪ 55.00,תה,55.0
תה ירוק לימונית ולואיזה 120 יח יבשים,₪ 47.00,תה,47.0
תירוש ענבים 750 מל יבשים,₪ 14.00,תירוש,14.0
תירס גמדי שלם שימורים 410 גרם יבשים,₪ 8.00,תירס,8.0
תירס גרעינים 2.155 קג תומר יבשים,₪ 28.00,תירס,28.0
תירס גרעינים 2.4 קג 8/A כהן יבשים,₪ 25.00,תירס,25.0
תירס גרעינים 340 גרם תומר יבשים,₪ 6.50,תירס,6.5
תירס גרעינים 400 גרם יכין יבשים,₪ 5.60,תירס,5.6
תירס גרעינים 420 גרם כהן יבשים,₪ 6.50,תירס,6.5
תירס גרעינים 9A פרי-חן יבשים,₪ 28.00,תירס,28.0
תירס גרעינים מתוק 340 גרם ויליפוד יבשים,₪ 4.50,תירס,4.5
תירס גרעינים מתוק 2A יכין יבשים,₪ 6.33,תירס,6.33
תירס ויליפוד 2.155 קג יבשים,₪ 28.31,תירס,28.31
תמצית וניל 100 מל שקד תבור יבשים,₪ 68.00,תמצית,68.0
תמצית וניל מדאגסקאר בורבון 60 מל יבשים,₪ 55.00,תמצית,55.0
תמצית וניל שקד תבור 50 מל יבשים,₪ 35.00,תמצית,35.0
תמצית מקלות וניל מדגסקר 944 מל יבשים,₪ 550.00,תמצית,550.0
תמר מגהול 1 קג יבשים,₪ 24.00,תמר,24.0
תערובת געלה נפטון 1 קג יבשים,₪ 41.00,תערובת,41.0
תערובת געלה 1 קג-כהן יבשים,₪ 38.00,תערובת,38.0
אסיאגו בקר משולש מוצרי חלב,₪ 90.00,אסיאגו,90.0
ארטישוק אלרומנה 2.45 קג ERRET מוצרי חלב,₪ 90.00,ארטישוק,90.0
בולגרית %16 בסגנון יווני געש מוצרי חלב,₪ 30.50,בולגרית,30.5
בולגרית מעודנת %5 געש מוצרי חלב,₪ 30.50,בולגרית,30.5
בולגרית מעודנת %5 שש בש 4 קג מוצרי חלב,₪ 36.00,בולגרית,36.0
בולגרית פיראוס %24 מסעדות מוצרי חלב,₪ 50.70,בולגרית,50.7
בוראטה געש מוצרי חלב,₪ 21.50,בוראטה,21.5
בוראטה עברי מוצרי חלב,₪ 24.00,בוראטה,24.0
בושה סנט מור עזים מוצרי חלב,₪ 89.00,בושה,89.0
בושה עיזים גלוז מוצרי חלב,₪ 89.00,בושה,89.0
בושה עיזים מובחלת 1 קג מוצרי חלב,₪ 86.00,בושה,86.0
ברי 125 גרם מוצרי חלב,₪ 15.56,ברי,15.56
ברי פקאן טבע עז שקיל מוצרי חלב,₪ 85.00,ברי,85.0
ברי פקאן שקיל מוצרי חלב,₪ 70.00,ברי,70.0
ברי צאן שלם טבעי מוצרי חלב,₪ 67.50,ברי,67.5
ברינזה צאן שומרון מוצרי חלב,₪ 70.00,ברינזה,70.0
גיבן עירקי וואקום שקיל מוצרי חלב,₪ 44.00,גיבן,44.0
גאודה בזלת הגולן מהדרין רובין מוצרי חלב,₪ 80.00,גאודה,80.0
גאודה בלוק כשר מוצרי חלב,₪ 30.80,גאודה,30.8
גאודה הולנדית הנרי ויליך כשר מוצרי חלב,₪ 65.00,גאודה,65.0
גאודה הולנדית כשר ויליפוד מוצרי חלב,₪ 60.00,גאודה,60.0
גאודה הולנדית מוצרי לא כשר מוצרי חלב,₪ 60.00,גאודה,60.0
גאודה הולנדית פארמרס ציז מוצרי חלב,₪ 60.00,גאודה,60.0
גאודה כבשים עברי חתוך מוצרי חלב,₪ 92.30,גאודה,92.3
גאודה כמון הנרי ויליך כשר מוצרי חלב,₪ 75.00,גאודה,75.0
גאודה עברי בקר חתוך מוצרי חלב,₪ 65.00,גאודה,65.0
גאודה עגבניות זיתים הנרי ויליך כשר מוצרי חלב,₪ 75.00,גאודה,75.0
גאודה עיזים הולנדית גלגל מוצרי חלב,₪ 80.00,גאודה,80.0
גאודה עיזים חלב ישראל מוצרי חלב,₪ 80.00,גאודה,80.0
גאודה עיזים ייבוא מוצרי מוצרי חלב,₪ 80.00,גאודה,80.0
גאודה פסטו אדום חלב ישראל מוצרי חלב,₪ 84.00,גאודה,84.0
גאודה פסטו ירוק חלב ישראל מוצרי חלב,₪ 82.60,גאודה,82.6
גאודה פרוס 1 קג מוצרי חלב,₪ 40.00,גאודה,40.0
גאודה פרוס 1 קג מוצרי חלב,₪ 32.00,גאודה,32.0
גאודה פרוס 400 גרם מוצרי חלב,₪ 18.00,גאודה,18.0
גאודה פרוס 400 גרם יורוציז מוצרי חלב,₪ 18.00,גאודה,18.0
גבינה %9 תנובה 2 קג מוצרי חלב,₪ 36.00,גבינה,36.0
גבינה כחולה HSINAD חלב ישראל מוצרי חלב,₪ 70.00,גבינה,70.0
גבינה לבנה %5 טרה 2 קג מוצרי חלב,₪ 40.00,גבינה,40.0
גבינה לבנה %5 טרה 750 גרם מוצרי חלב,₪ 15.20,גבינה,15.2
גבינה לבנה %5 תנובה 500 גרם מוצרי חלב,₪ 10.00,גבינה,10.0
גבינה לבנה %5 תנובה 750 גרם מוצרי חלב,₪ 15.00,גבינה,15.0
גבינה לבנה %9 טרה 2 קג מוצרי חלב,₪ 40.00,גבינה,40.0
גבינה מגורדת לכנאפה נאבילסיה מוצרי חלב,₪ 40.00,גבינה,40.0
גבינה מתוקה לכנאפה 1 קג מוצרי חלב,₪ 36.00,גבינה,36.0
גבינת עזים למריחה %5 טבע עז מוצרי חלב,₪ 60.00,גבינת,60.0
גבינת עיזים גולמית מוצרי חלב,₪ 75.00,גבינת,75.0
גבינת שמנת ארלה %25 כשר מוצרי חלב,₪ 30.00,גבינת,30.0
גבינת שמנת געש %25 שומן מוצרי חלב,₪ 27.90,גבינת,27.9
גבינת שמנת טבע עז %30 מוצרי חלב,₪ 30.00,גבינת,30.0
גבינת שמנת יעקבס מהדרין מוצרי חלב,₪ 28.00,גבינת,28.0
גבינת שמנת כפר תבור %30 מוצרי חלב,₪ 30.80,גבינת,30.8
גבינת שמנת כפר תבור זיתים מוצרי חלב,₪ 31.00,גבינת,31.0
גבינת שמנת כפר תבור שום שמיר מוצרי חלב,₪ 31.00,גבינת,31.0
גבינת שמנת פילדלפיה 1.65 קג מוצרי חלב,₪ 78.00,גבינת,78.0
גורגונזולה דולצה POD מוצרי חלב,₪ 90.00,גורגונזולה,90.0
גלגל גרוזינסקי מוצרי חלב,₪ 44.00,גלגל,44.0
גראנה פאדנה משולש 150 גרם מוצרי חלב,₪ 15.00,גראנה,15.0
גרוויר ריזרב משולש שקיל מוצרי חלב,₪ 125.00,גרוויר,125.0
דנאבלו 100 גרם כשר חלב ישראל מוצרי חלב,₪ 11.00,דנאבלו,11.0
דנאבלו גלגל RODNARG מוצרי חלב,₪ 70.00,דנאבלו,70.0
דנאבלו גלגל כשר חלב ישראל מוצרי חלב,₪ 70.00,דנאבלו,70.0
דנאבלו גלגל שטוח עטיפה זהב שקיל מוצרי חלב,₪ 70.00,דנאבלו,70.0
המאירי ברינזה בולגרית מוצרי חלב,₪ 110.00,המאירי,110.0
זרעי שומר 1 קג מוצרי חלב,₪ 26.00,זרעי,26.0
חומץ בלסמי מצומצם 250 מל דיפלומט מוצרי חלב,₪ 20.00,חומץ,20.0
חלב מרוכז ממותק 397 גרם ויליפוד מוצרי חלב,₪ 9.00,חלב,9.0
חלומי גלובל מטאורי מוצרי חלב,₪ 59.00,חלומי,59.0
חלומי געש מוצרי חלב,₪ 52.00,חלומי,52.0
חלומי עז הרים מוצרי חלב,₪ 60.00,חלומי,60.0
חמאה 200 גרם טרה מוצרי חלב,₪ 8.85,חמאה,8.85
חמאה %82 בלוק 10 קג מוצרי חלב,₪ 26.00,חמאה,26.0
חמאה %82 בלוק 10 קג לא כשר מוצרי חלב,₪ 26.00,חמאה,26.0
חמאה %82 בלוק 10 קג מהדרין מוצרי חלב,₪ 26.00,חמאה,26.0
חמאה לבנה תנובה 25 קג מוצרי חלב,₪ 41.00,חמאה,41.0
חמאה ליטא 25 קג מוצרי חלב,₪ 38.00,חמאה,38.0
חמאה מנות טרה 192 יחידות מוצרי חלב,₪ 170.00,חמאה,170.0
חמאה מנות לורפק 120 יחידות מוצרי חלב,₪ 64.00,חמאה,64.0
חמאה מנות תנובה 216 יחידות מוצרי חלב,₪ 220.00,חמאה,220.0
חמאה מרודדת %84 כפר תבור מוצרי חלב,₪ 50.00,חמאה,50.0
חמאה מרודדת %84 כפר תבור מהדרין מוצרי חלב,₪ 55.00,חמאה,55.0
חמאה מרודדת בלגית ייבוא מוצרי חלב,₪ 45.00,חמאה,45.0
חמאה מרודדת מהדרין %82 מוצרי חלב,₪ 36.00,חמאה,36.0
חמאה מרודדת פלשרד מוצרי חלב,₪ 52.00,חמאה,52.0
חמאה עלמה 2 קג מהדרין מוצרי חלב,₪ 100.00,חמאה,100.0
חמאה עלמה 25 קג מהדרין מוצרי חלב,₪ 41.65,חמאה,41.65
חמאה פלטות מהדרין %82 מוצרי חלב,₪ 36.00,חמאה,36.0
חמאה צהובה 500 גרם מהדרין מוצרי חלב,₪ 17.00,חמאה,17.0
חמאה צהובה 500 גרם מוצרי חלב,₪ 16.00,חמאה,16.0
חמאה צרפתית פלאשרד 1 קג מוצרי חלב,₪ 56.00,חמאה,56.0
חמאה שום שמיר רובין מוצרי חלב,₪ 46.00,חמאה,46.0
חמד %5 לייט תנובה 250 גרם מוצרי חלב,₪ 18.00,חמד,18.0
טבורוג %16 געש מוצרי חלב,₪ 27.00,טבורוג,27.0
טבורוג %9 מהדרין טבע עז מוצרי חלב,₪ 28.90,טבורוג,28.9
טבעונית מגורדת לפיצה ואפייה 1 קג מוצרי חלב,₪ 42.00,טבעונית,42.0
טוב טעם %3 250 גרם מוצרי חלב,₪ 12.50,טוב,12.5
טופו אלטרנטיב 300 גרם מוצרי חלב,₪ 12.00,טופו,12.0
טופו ויילר 300 גרם מוצרי חלב,₪ 12.60,טופו,12.6
יוגורט עיזים חלב הארץ 750 מל מוצרי חלב,₪ 16.50,יוגורט,16.5
כדורי לאבנה מוצרי חלב,₪ 42.00,כדורי,42.0
כדורי לאבנה בקר ללא שמן גדודנא מוצרי חלב,₪ 42.00,כדורי,42.0
כדורי לאבנה בשמן זית 1.2 קג מוצרי חלב,₪ 90.00,כדורי,90.0
כדורי לאבנה בשמן זית גדודנא בעמ מוצרי חלב,₪ 70.00,כדורי,70.0
כדורי מוצרלה בייבי 250 גרם געש מוצרי חלב,₪ 16.50,כדורי,16.5
כדורי מוצרלה בייבי געש מוצרי חלב,₪ 47.25,כדורי,47.25
כדורי מוצרלה בייבי עברי מוצרי חלב,₪ 48.00,כדורי,48.0
כדורי מוצרלה במים געש מוצרי חלב,₪ 46.30,כדורי,46.3
כדורי מוצרלה במים עברי מוצרי חלב,₪ 49.00,כדורי,49.0
כדורי מוצרלה לחים עברי מוצרי חלב,₪ 47.00,כדורי,47.0
לאבנה %5 ראמה מוצרי חלב,₪ 25.00,לאבנה,25.0
לאבנה 9 % ראמה מוצרי חלב,₪ 26.00,לאבנה,26.0
לאבנה %9 שטראוס 500 גרם מוצרי חלב,₪ 14.20,לאבנה,14.2
לאבנה אסלי %9 גדודנא מהדרין מוצרי חלב,₪ 26.00,לאבנה,26.0
לואיזה עברי עגבנית חתוך מוצרי חלב,₪ 100.00,לואיזה,100.0
מהעז %20 גליל 180 גרם מוצרי חלב,₪ 21.00,מהעז,21.0
מוצרלה בלוק עברי מוצרי חלב,₪ 51.00,מוצרלה,51.0
מוצרלה מגורדת יורוציז מוצרי חלב,₪ 36.00,מוצרלה,36.0
מוצרלה מגורדת %100 ייבוא מוצרי חלב,₪ 36.00,מוצרלה,36.0
מוצרלה מגורדת 500 גרם עברי מוצרי חלב,₪ 19.00,מוצרלה,19.0
מוצרלה מגורדת געש מוצרי חלב,₪ 41.50,מוצרלה,41.5
מוצרלה מגורדת עברי מוצרי חלב,₪ 47.00,מוצרלה,47.0
מוצרלה קשיו טבעוני 1 קג מוצרי חלב,₪ 55.00,מוצרלה,55.0
מטבעות עיזים 1 קג מוצרי חלב,₪ 84.00,מטבעות,84.0
מיקס איטלקי לפיצה מוצרי חלב,₪ 37.00,מיקס,37.0
מנצגו איבריקו קשקבל ספרדי מוצרי חלב,₪ 90.00,מנצגו,90.0
מנצגו איבריקו שחור חלב ישראל מוצרי חלב,₪ 76.00,מנצגו,76.0
מנצגו כבשים ויליפוד כשר מוצרי חלב,₪ 90.00,מנצגו,90.0
מנצגו כבשים ספרדי AGEV מוצרי חלב,₪ 90.00,מנצגו,90.0
מנצגו כמהין מוצרי מוצרי חלב,₪ 100.00,מנצגו,100.0
מנצגו כמהין ספרדי יורוציז מוצרי חלב,₪ 125.00,מנצגו,125.0
מנצגו ספרדי שחור לא כשר מוצרי חלב,₪ 72.00,מנצגו,72.0
מנצגו עברי מוצרי חלב,₪ 90.00,מנצגו,90.0
מנצגו רוזמרין כשר מוצרי חלב,₪ 75.00,מנצגו,75.0
מנצגו עברי צילי חתוך מוצרי חלב,₪ 83.00,מנצגו,83.0
מסקרפונה איטלקי 500 גרם מוצרי חלב,₪ 34.00,מסקרפונה,34.0
מסקרפונה געש 2 קג מוצרי חלב,₪ 76.00,מסקרפונה,76.0
מסקרפונה כפר תבור 2 קג מוצרי חלב,₪ 90.90,מסקרפונה,90.9
מסקרפונה עברי 1.5 קג מוצרי חלב,₪ 75.00,מסקרפונה,75.0
מרגרינה בטעם חמאה 200 גרם פוליבה מוצרי חלב,₪ 3.30,מרגרינה,3.3
סולוגוני 300 גרם עברי מוצרי חלב,₪ 20.00,סולוגוני,20.0
סטרציאטלה מוצרי חלב,₪ 55.00,סטרציאטלה,55.0
סנט מור פחם דותן שקיל מוצרי חלב,₪ 90.00,סנט,90.0
סקי %5 500 גרם מוצרי חלב,₪ 8.50,סקי,8.5
סקי %5 750 גרם מוצרי חלב,₪ 15.00,סקי,15.0
עלי גפן מוסדי 96 יחידות מוצרי חלב,₪ 115.00,עלי,115.0
עלי סיגר 500 גרם מוצרי חלב,₪ 13.00,עלי,13.0
פטה ארלה חלב ישראל מוצרי חלב,₪ 25.00,פטה,25.0
פטה דניש אמבורג מוצרי חלב,₪ 26.50,פטה,26.5
פטה דניש כשר מוצרי חלב,₪ 28.00,פטה,28.0
פטה זורבה 4 קג מוצרי חלב,₪ 25.00,פטה,25.0
פטה כבשים עברי מוצרי חלב,₪ 63.60,פטה,63.6
פטה עיזים בדלי 4 קג מוצרי חלב,₪ 71.03,פטה,71.03
פטה פלשרד קרטונית 500 גרם מוצרי חלב,₪ 14.00,פטה,14.0
פטה קומבי 500 גרם מוצרי חלב,₪ 14.00,פטה,14.0
פלפל שחור גרוס 1 קג מוצרי חלב,₪ 48.00,פלפל,48.0
פקורה עגבניות מיובשות מוצרי חלב,₪ 83.00,פקורה,83.0
פקורינו טבע עז חתוך מוצרי חלב,₪ 90.00,פקורינו,90.0
פקורינו עברי מהדרין מוצרי חלב,₪ 92.00,פקורינו,92.0
פקורינו עשבי תיבול חתוך מוצרי חלב,₪ 85.00,פקורינו,85.0
פקורינו פלפל עברי מוצרי חלב,₪ 90.00,פקורינו,90.0
פקורינו רומנו איטלקי מוצרי חלב,₪ 110.00,פקורינו,110.0
פקורינו רומנו גידטי מוצרי חלב,₪ 110.00,פקורינו,110.0
פרומעז גליל 200 גרם מוצרי חלב,₪ 24.00,פרומעז,24.0
פרימיירה ברי כבשים מוצרי חלב,₪ 75.00,פרימיירה,75.0
פרמזן איטלקי OREIBLA NARG מוצרי חלב,₪ 78.00,פרמזן,78.0
פרמזן גראנה פאדנה גלגל מוצרי חלב,₪ 85.00,פרמזן,85.0
פרמזן גראנה פדנו מהדרין מוצרי חלב,₪ 85.00,פרמזן,85.0
פרמזן כשר ויליפוד מוצרי חלב,₪ 75.00,פרמזן,75.0
פרמזן כשר מהדרין מוצרי חלב,₪ 78.00,פרמזן,78.0
פרמזן מגורד 1 קג מוצרי חלב,₪ 65.00,פרמזן,65.0
פרמזן מגורד 2 קג כפר תבור מוצרי חלב,₪ 65.00,פרמזן,65.0
פרמזן מגורד 500 גרם מהדרין מוצרי חלב,₪ 38.00,פרמזן,38.0
פרמזן מגורד AIVAROM NARG מוצרי חלב,₪ 82.00,פרמזן,82.0
פרמזן מגורד כפריה 1 קג מוצרי חלב,₪ 62.00,פרמזן,62.0
פרמזן משולש 200 גרם יורוציז מוצרי חלב,₪ 20.00,פרמזן,20.0
פרמזן משולש גרנה פדנו 150 גרם מוצרי חלב,₪ 20.00,פרמזן,20.0
פרמזן שבבים 1 קג מוצרי חלב,₪ 70.00,פרמזן,70.0
פרמזנו משולש 200 גרם מוצרי חלב,₪ 21.00,פרמזנו,21.0
ציידר אמריקאי מקורי בלוק מוצרי חלב,₪ 42.00,ציידר,42.0
ציידר בלוק אורגינל מוצרי מוצרי חלב,₪ 45.00,ציידר,45.0
ציידר כתום כשר בלוק מוצרי חלב,₪ 35.00,ציידר,35.0
ציידר מגורד טבעוני 150 גרם מוצרי חלב,₪ 20.00,ציידר,20.0
ציידר פרוס 1.033 בורגר מוצרי מוצרי חלב,₪ 38.00,ציידר,38.0
ציידר פרוס 1.033 קג יורוציז מוצרי חלב,₪ 38.00,ציידר,38.0
ציידר פרוס טבעוני 200 גרם מוצרי חלב,₪ 20.00,ציידר,20.0
צהובה גאודה מגורדת געש מוצרי חלב,₪ 36.00,צהובה,36.0
צהובה גאודה מגורדת יורוציז מוצרי חלב,₪ 35.00,צהובה,35.0
צהובה גאודה פרוס 400 גרם מוצרי חלב,₪ 18.00,צהובה,18.0
צהובה מגורדת פתיתים תנובה מוצרי חלב,₪ 33.98,צהובה,33.98
צהובה מגורדת ריץ מוצרי חלב,₪ 36.00,צהובה,36.0
צהובה פרוס עמק 400 גרם מוצרי חלב,₪ 22.00,צהובה,22.0
צמת מוצרלה מוצרי חלב,₪ 42.00,צמת,42.0
צמת מוצרלה 200 גרם מוצרי חלב,₪ 18.00,צמת,18.0
קוטג תנובה 2 קג מוצרי חלב,₪ 40.00,קוטג,40.0
קוטג טרה 2 קג מוצרי חלב,₪ 44.00,קוטג,44.0
קטשופ מוסדי וולפק היינץ 15 קג מוצרי חלב,₪ 210.00,קטשופ,210.0
קממבר 125 גרם יורוציז מוצרי חלב,₪ 17.00,קממבר,17.0
קממבר בקר שלם טבע עז מוצרי חלב,₪ 68.20,קממבר,68.2
קממבר בקר שלם עם אגוזים מוצרי חלב,₪ 80.00,קממבר,80.0
